0.57901 1.1785
0.70124 1.1491
0.87402 1.0386
1.0894 0.90385
1.3449 0.77667
1.6924 0.64256
2.0893 0.53161
2.5062 0.42884
3.1538 0.32068
3.6760 0.26531
5.9909 0.12120
7.0501 0.095327
8.5384 0.064430
11.272 0.035575
13.013 0.025613
13.915 0.010984
14.459 0.0039967
